targetasin,targetvendorcode,classification_code
B08NDWKC51,VOT35,950691900000
B000YZ8SJ6,VOT35,901720390000
B005GZ93V6,VOT35,842139259000
B005GZ93V6,HG7OC,842139259000
B005Z2932E,WX7IB,491199009000
B005Z2932E,VOT35,491199009000
B01M036L41,VOT35,392640000019
B013J9VEGM,X97JX,401699970019
B013J9VEGM,VOT35,401699970019
B008N83J0O,EG84X,830241100019
B008N83J0O,VOT35,830241100019
B0D9ZFYGFV,VOT35,950699900000
B003UJOJ82,VOT35,392220000019
0395870828,VOT35,490300009000
B00MX67WMI,VOT35,830242000019
B007C5IH4C,VOT35,392490000019
B07NVT6W4Z,AY6RC,482010900019
B07NVT6W4Z,VOT35,482010900019
B07LFSNTNT,VOT35,630392900019
B0BLSTJY9D,G987U,852349200000
B00CJBC4CA,VOT35,630312000000
B00CJBC4CA,QY7DD,630312000000
B01BMEFC00,Y07TA,950300690000
B01BMEFC00,VOT35,950300690000
B01BMEFC00,TPPCU,950300690000
B000YQD25A,VOT35,960330100000
B00EUV6SEM,VOT35,401699970019
B0002DVBD0,VOT35,920930000000
B004IFYAEK,VOT35,482050000000
B00M4IXPWQ,VOT35,830241100019
B089N8XTTB,VOT35,846610380000
B0004HHKDY,VOT35,848180110000
B00M0V7VQS,VOT35,420100000000
B09R9L9BJJ,VOT35,950632000000
B01H1SOBWG,VOT35,848180110000
B01H1SOBWG,C17Q1,848180110000
B00775Q028,VOT35,731589000000
B01ASAWDUG,VOT35,830629000000
B0000C6DOO,VOT35,950790000000
B00Z9I5PCQ,VOT35,420100000000
B08XV4NLPV,VOT35,848180110000
B0015NBOVU,VOT35,950790000000
B00N4TF388,VOT35,570242000000
B003VNKNTQ,VOT35,820750600000
B0017TE8A6,VOT35,482010100000
B005FOP6SM,VOT35,871495000000
B07QJZZ56S,VOT35,830242000019
B06WRR7G4L,Z27QO,848190000019
B06WRR7G4L,VOT35,848190000019
B07F16NZM2,VOT35,830242000019
0008129568,VOT35,490199000019
B087N1GBT4,VOT35,848190000019
B07DT9BV6P,VOT35,871680009018
B00OWAO3EI,VOT35,848180190009
B005N0FS2M,UG7YC,848180190009
B005N0FS2M,VOT35,848180190009
B01BO0UUNQ,5S7W4,630790980019
B01BO0UUNQ,VOT35,630790980019
B001CEJGU8,S48PM,842131009000
B001CEJGU8,VOT35,842131009000
B07CVJZCQ1,VOT35,820240000000
B083SJMK9M,Y07TA,392640000019
B07HHR5DGN,VOT35,392690979018
B007MR4BYK,VOT35,950632000000
8883707184,VOT35,482010300000
B09TTWK45F,VOT35,392112000000
B00004UDIC,UC7D6,820750900000
B06XNVHCGZ,VOT35,611430000011
B015YFG888,VOT35,392490000013
B012GA0OXO,EG84X,830140110000
B012GA0OXO,VOT35,830140110000
B0026SZBAI,VOT35,830241100019
B07HYXB6L1,VOT35,420292989000
B00L2QTQCE,SG81V,852349200000
B0B18RB9MH,FG7WV,630392900012
B00FXRJGCS,3Q7H7,820570000000
B000NI2RF0,VOT35,820790300000
B00B5TU0P0,VOT35,391990803019
B000189CW8,VOT35,732690980019
B015ZK3ITE,VOT35,570242000000
B0058I2CW8,VOT35,392010400000
B01BDWMH2M,VOT35,961100000000
B01EJA69EW,VOT35,401035000000
B013Z7474O,VOT35,420212500000
B01BY1UQ7K,VOT35,482050000000
B0BNWC7JG7,VOT35,482020000000
B0000BYSOY,VOT35,950691900000
B06XP89YZ1,VOT35,611120900000
B00A37WXVO,VOT35,950790000000
B09SS7FF5T,VOT35,950790000000
B016EWVSD0,VOT35,392530000011
B000KLTELK,VOT35,820559800019
B098ZNWHSK,VOT35,842139259000
B09N9ZQWQS,VOT35,842489700000
B01K7IR16A,VOT35,950699900000
B01K7IR16A,AV74I,950699900000
B0D5LKFR79,VOT35,950300490000
B0DCNP8GNG,VOT35,732189000000
B07RZXS83C,24ALS,630312000000
B07RZXS83C,VOT35,630312000000
B07N918TWH,49BZQ,830241100019
B07N918TWH,VOT35,830241100019
B07FWHQZK3,VOT35,630392900019
B0019524SQ,ZK7XL,848180190009
B0019524SQ,VOT35,848180190009
B002NR5LK2,VOT35,847989979019
B07PFDTH7Z,VOT35,871410900019
B07PFDTH7Z,S583T,871410900019
B0DHHHY42T,VOT35,491199009000
B07PKRR8KP,2A7IR,830242000019
B07PKRR8KP,VOT35,830242000019
B07FKR9DPH,VOT35,630391000020
B07FKR9DPH,BN7KO,630391000020
B01GSFKZX2,VOT35,830242000019
B01GSFKZX2,2A7IR,830242000019
B08KZ1YGT9,VOT35,852349200000
B0D3FN48S5,F97GT,950300210000
B06XGB2V1C,37EA7,920994000000
B0B4TY8L3T,VOT35,392640000019
B071GBCZVG,VOT35,491199009000
B0018KVAF0,VOT35,848180190012
B0DMWWHCYW,VOT35,392310900000
B09F5FN7DT,VOT35,950632000000
B00FX2TFR4,VOT35,850870000000
B0DK9ZFJSK,VOT35,848180110000
B00019N2SM,VOT35,950790000000
B00O0WOOBK,VOT35,482050000000
B00006IBAA,Y07TA,850519900000
B0051YLTBE,VOT35,820540000000
B08L8J4FG6,VOT35,482090000000
B08D6Y4MWX,VOT35,950651000000
B0BG673RZ9,VOT35,442199990019
B076CXYS7R,VOT35,482010900019
0544538544,LM83Z,490199000019
0544538544,UK80D,490199000019
B00E8HM7JS,VOT35,820790300000
B00SYYOKU0,VOT35,950691900000
B00D3NI5YO,VOT35,392690979018
B00K885RBG,VOT35,851810000000
B079RZBHSR,VOT35,950691900000
B0BBSLFJKN,VOT35,920994000000
B000ASIK9U,VOT35,830241900000
B079VWBFHF,VOT35,392690979018
B000W8C14I,VOT35,960390990000
B00EUV6TJG,VOT35,401699970019
B01BZ0MR54,VOT35,392329900019
B0B1P87VT9,VOT35,392690979018
B079TW6PBQ,VOT35,848180110000
B00LDYMFQY,VOT35,950790000000
B098K9V6MD,VOT35,960330100000
B00737N9IS,VOT35,820420000000
B000EEN9SC,VOT35,920992000000
B0002E1FAI,VOT35,920999700000
B07T5PPKXZ,VOT35,940440900000
B01F9R3CY4,VOT35,482030000000
B0CK4PBC7J,Y07TA,950659000000
B091PN845T,VOT35,950691900000
B00K8ANYZU,VOT35,950699900000
B08DDDLGC7,VOT35,950730000000
B000SHTCDG,VOT35,950790000000
B000277JA0,VOT35,853690100000
B00H7HS5N8,VOT35,830140110000
B0085OT9A0,VOT35,732690600000
B0085OT9A0,FJ8VA,732690600000
B08CG5Z3RL,VOT35,820540000000
B000WO2MJG,VOT35,830110000019
B00004Z2K4,VOT35,820559800019
B0C5ZRH7N6,VOT35,732410000000
B00IYRRTEQ,QJ8CG,901910900019
B00IYRRTEQ,VOT35,901910900019
B005G20NXG,VOT35,580632100011
B0001LQW82,VOT35,732690980019
B08H4DJ7VF,VOT35,391740000019
B0049C76S4,VOT35,842490800019
B07ZQ2Z4W4,VOT35,670290000011
B083SJQ9Q4,VOT35,950300950000
B00ZDNVF8A,VOT35,901910900019
B00ZDNVF8A,Q07XO,901910900019
B09QNXZQKV,VOT35,842489700000
B06Y3M1GBN,VOT35,830140110000
B0DGZX6RB2,VOT35,848180110000
B07TZ8CK4Y,VOT35,630312000000
B07G1CY3N7,VOT35,630392900012
B07G1CY3N7,WK7SI,630392900012
B0D67DQ1N4,VOT35,630790980019
B00M8ZEALK,VOT35,392329900019
B09GH7DBMF,VOT35,442090990000
B06XPQQP4D,VOT35,844180000019
B000PSVDGM,VOT35,680299900000
B07L6MC1W5,VOT35,392640000019
B01F9R3DNY,VOT35,482030000000
B000M1GJWA,VOT35,401699970019
B08RNT4V8K,VOT35,401150000000
B096T5Y6Y2,VOT35,950790000000
B0BXFR93W7,VOT35,392390000000
B0009STI1A,VOT35,420100000000
B0016OHGU6,VOT35,820750900000
B0743XRXX8,VOT35,482050000000
1664801375,VOT35,490900000000
B00FPR1GFG,VOT35,950790000000
B0CPM9JR9H,VOT35,950300490000
B07MFRDT3W,VOT35,630629000000
B00AOJOUYY,VOT35,630612000000
B004CJ9KYC,VOT35,852341900000
B0148DA46O,VOT35,950691900000
B001NEK97G,VOT35,830241100019
B00KSXRFO8,VOT35,940320809000
B00W7WRCNC,VOT35,842139259000
B0847HDTTS,VOT35,940320809000
B0002DGZX6,VOT35,391732008000
B086MC18WL,VOT35,392690979018
B01K20OOXQ,VOT35,960390919019
B09FYJPK78,VOT35,844399909000
B07GB95MYK,VOT35,480840000000
B002QVHTYQ,VOT35,950790000000
B08SR9ZLVH,VOT35,950632000000
B0B47MTPSB,VOT35,391990809000
B0007RP5VA,VOT35,540419000000
B0DK5WVHML,VOT35,392640000019
B06Y2GPGNR,VOT35,901910900019
B06Y2GPGNR,Q07XO,901910900019
B004K9H6MM,VOT35,830241100019
B011LVH58Q,VOT35,950790000000
B0000CCXVU,VOT35,820570000000
B07WW1LCX9,VOT35,920999700000
B091V69628,VOT35,482020000000
B075Y41182,VOT35,490900000000
B09NC1T454,VOT35,950590000000
B081761D8Q,VOT35,630622000000
B000BHT5O4,VOT35,420100000000
B003KIGKT4,VOT35,960340100000
B000HE7SD6,VOT35,830241100019
B00OILMEI8,VOT35,847290809019
B003H4DJ1S,VOT35,392220000019
B000F63H2W,VOT35,848180110000
B0CFKRX6ST,VOT35,630221000019
B0000AZK4G,VOT35,820320000019
B07DFF8ZFK,50C0S,630312000000
B07DFF8ZFK,VOT35,630312000000
B08Q8LK5KK,Y07TA,820890000019
B096FV67WC,VOT35,820750600000
B0C2ZS1W32,VOT35,392610000000
B0C2ZS1W32,LS7O8,392610000000
B0BYGPDG7Z,VOT35,821210100000
B016EX3QO8,VOT35,392590800000
1471197190,VOT35,490199000019
B0DGMMH9VV,VOT35,580890009000
B00GOMEF04,VOT35,691390930090
B07989BHRX,VOT35,842489700000
B0093CMYRS,VOT35,950691900000
B07JHL9LD5,VOT35,640419900000
B07W8LJL82,YN8BW,852349200000
B0009JMEIS,VOT35,852349200000
B084H15QN7,24ALS,630392900012
0063111357,VOT35,490199000019
B0DPJHK8NW,VOT35,940440900000
B01B6S8IKS,JH7XW,950790000000
B01B6S8IKS,VOT35,950790000000
B00004Z49L,VOT35,680530000000
B09BG8SGR9,VOT35,830220000000
B005JESW4I,VOT35,420100000000
B00M0V7WHG,VOT35,420100000000
B08YM39L23,VOT35,961000000000
B0002E1NOG,VOT35,920930000000
B00A78MFXU,VOT35,842489700000
B007CE6SOE,VOT35,392610000000
B007ZG2JW4,VOT35,870840990000
B088SWPSPT,VOT35,847290809019
B00II1SRSU,VOT35,391690900000
B074KQYSH7,VOT35,950730000000
B01JGOMR6K,Y07TA,950490800000
B08BTJDB7B,VOT35,950691900000
B07ZDPN4XL,VOT35,842489700000
B00002N8YS,VOT35,960340100000
B00004RA7Z,VOT35,820240000000
B00DP5DHV6,VOT35,820570000000
B07XCXXZ6J,VOT35,482030000000
B075Y65H4K,VOT35,490900000000
B07HT42GJ7,VOT35,830241500000
B08RMG2BQD,VOT35,830241500000
B0002F73Z8,VOT35,920999700000
B0002565Q6,VOT35,842121000000
B0773N62G9,VOT35,630790980019
B08QSN84TV,VOT35,950631000000
B08QSN84TV,ADNVZ,950631000000
B0B1P15PTY,HG7OC,842139259000
B0B1P15PTY,VOT35,842139259000
B004SUP0PI,VOT35,920994000000
B07TFYYRPY,VOT35,920930000000
B079S196L4,VOT35,920994000000
B0DKYYKZRH,VOT35,392690979018
B07YGS16X6,Y07I2,630221000019
B07YGS16X6,VOT35,630221000019
B09V1DV6QS,VOT35,630391000020
B002LEYIT2,VOT35,950691900000
B0001NA0MO,VOT35,960340100000
B08LNYFL19,VOT35,570242000000
B07VCFXYFB,VOT35,420100000000
B000EEJ5S0,VOT35,920992000000
B0064RN10E,VOT35,920999200000
B0BRQW483G,VOT35,950662000000
B07BKLJFV6,VOT35,630391000020
B00DYA3FIW,VOT35,950691900000
B08L5RJX15,VOT35,830241500000
B09WZ9KFKJ,VOT35,392690979018
B000BQOW9I,VOT35,392310900000
B09BCDJJTC,VOT35,821192000019
B000EDZIWS,VOT35,392690979018
B000CQPANY,Y07TA,401699970019
B000CQPANY,JR7MO,401699970019
B007O39HV4,VOT35,920930000000
B0758MBLHP,VOT35,392640000019
B07XSM8QP8,VOT35,940360909000
B08YKJ9ZNH,VOT35,630499000019
B0019K3LI8,VOT35,392690979018
B00N2IMR6W,6G7ZM,830790000013
B00N2IMR6W,VOT35,830790000013
B0792V7HB5,VOT35,870899979929
B07K5BD5F4,VOT35,950440000000
B078YB99H8,VOT35,400811000000
B09J6M9H5Y,VOT35,732620000000
B005OVD3LS,VOT35,950699900000
B07C1YFF7X,VOT35,950631000000
B00152QOAC,VOT35,830230000000
B000CP2LL4,VOT35,820551000000
B0C2RGZC2Y,VOT35,830241500000
B01NCEVMDE,VOT35,392610000000
B01B5U4U7W,VOT35,950699900000
B004S6QSB2,VOT35,392610000000
B00JMB3FMS,VOT35,950662000000
B003D50BVC,VOT35,950720100000
B09LHXJ9SR,VOT35,950300210000
B07M5J8QWM,VOT35,910221000000
B01BITG25I,VOT35,490199000019
B07FNXPGNX,VOT35,842139259000
B07FNXPGNX,HG7OC,842139259000
B07YCNS4PX,VOT35,490890000000
B08C68JY28,VOT35,761699909019
B0BRQVNHRH,VOT35,950662000000
B0094FL3QW,VOT35,950790000000
B0BTFY8HW2,VOT35,960329300000
B00VSG9LS2,VOT35,392112000000
B00DL7WW5K,VOT35,961519000000
B07RM72P7H,VOT35,392610000000
B07WSXDTPB,VOT35,920999700000
B081DNVTTH,VOT35,950790000000
B093C2SJYS,VOT35,910521000000
0062909223,VOT35,490199000019
B08TZD18HR,VOT35,950670300000
B0828N32T6,VOT35,848180110000
B0874BWVSY,VOT35,630222900000
B08B1WRV4L,VOT35,830210000019
B009ZWA0JU,VOT35,251749000000
B003WSWABO,VOT35,482050000000
B07MLJHGRV,VOT35,950651000000
B087DNLR74,VOT35,392690979018
B003F3AZNG,VOT35,830241100019
B001884T9G,AX6V8,848190000019
B001884T9G,VOT35,848190000019
B00467CBHI,VOT35,830241100019
B000NVVKCS,VOT35,940320809000
B00144895O,VOT35,960390990000
B073YG9KVG,VOT35,950300690000
B09QXVQXXX,VOT35,392640000019
B01F9O3Y6I,H17PC,630253900000
B01F9O3Y6I,VOT35,630253900000
B01H7SLK3I,VOT35,950691100000
B07BCFC9ZQ,VOT35,821599109000
B0BC24N8TM,VOT35,630392900019
B0002ATD7O,VOT35,392640000019
B081QZ9KQN,VOT35,420100000000
B0002HOYI0,1D7IW,392490000013
B07F454YF3,Y07TA,950490800000
B07F454YF3,VOT35,950490800000
B001B8Y0H4,VOT35,843239190000
B07VT1BNYX,VOT35,392690979018
B0716774ZM,VOT35,630790980019
B001213562,VOT35,630800000019
B07QJGG2CL,VOT35,920930000000
B007VMKI6G,VOT35,846630000000
B00M5MN2BA,VOT35,392640000019
B07JP3PYPC,VOT35,761699909019
B001A5GO54,VOT35,830241100019
B09V1RVY3F,VOT35,420100000000
B001AHWL1I,VOT35,820750600000
B0BBZ12QPY,VOT35,950710000000
B07Z8S5JSX,VOT35,660199900000
B0002F6SH2,VOT35,920590300000
B01JNPL38A,VOT35,852349200000
B0869BMKFV,VOT35,660390901000
B001U3ZY48,VOT35,900220000000
B0CFSSNQ1K,M07HB,950300950000
B0CFSSNQ1K,VOT35,950300950000
B0C9P57JFM,3Q7H7,830241100019
B0C9P57JFM,VOT35,830241100019
B0026RQ34W,VOT35,392690979018
B006O51D0Q,VOT35,852349200000
B00D9PUXQY,ADPXP,852349200000
B07RZF8T81,QJ8CG,901910900019
B07RZF8T81,VOT35,901910900019
B0D9KXSGXJ,VOT35,392690979018
B01BVW9QXW,VOT35,630392900012
B0DKV7LBK6,VOT35,441490000000
B075KZ2PR5,VOT35,950490800000
B07W8GQK44,VOT35,741220000011
B07SHJ1RC8,VOT35,830110000011
B005F5D1JC,VOT35,842121000000
B005F5D1JC,HG7OC,842121000000
B084PZ2XNT,VOT35,960330100000
B09F7M5NTK,VOT35,850519900000
B09VLKB7ML,VOT35,700992000000
B0847GZG3Z,VOT35,830241500000
B00MHYOSVE,VOT35,830250000000
B09D8MJYKK,VOT35,830241500000
B01LOM4Q34,VOT35,950691900000
B016EWVS3U,VOT35,392530000011
B07NQ9QW4F,VOT35,392410000039
B06XHYVRYM,VOT35,848180110000
B08MNVSRST,VOT35,420100000000
B08XN4D4XL,VOT35,950662000000
B08KJL9QJ5,VOT35,570242000000
B005DX6I28,VOT35,830241100019
B08RMPV5W5,VOT35,830241500000
B07M7RHS85,VOT35,848180110000
B07VMS7C5T,VOT35,630392900012
B0B94P8JMW,VOT35,630391000020
B0B94P8JMW,CJAUP,630391000020
B00XKRKLC2,VOT35,940320809000
B07PMK8ZZL,VOT35,630392900012
B01NAPY1IY,SL9PB,848190000019
B00000JWP7,SG81V,852349200000
B005KNOE3G,YN8BW,852349200000
B006CUDZR2,VOT35,392490000013
B006CUDZR2,3H7MO,392490000013
B00CDT9ZGG,VOT35,741820000015
B00YGZ95PG,VOT35,630790980019
B0CTD8B45X,VOT35,392490000019
B000CSK29Y,VOT35,830210000019
B09FF97LKK,VOT35,630312000000
B0DD62QBMC,VOT35,392490000019
B079GLVV9N,VOT35,910521000000
B08D3KPVL9,VOT35,950440000000
B08T4MNLS9,FJ8VA,848180110000
B08T4MNLS9,VOT35,848180110000
B0002H04O8,VOT35,920930000000
B01MXMWKGW,VOT35,848180110000
B00FVUYXZ2,10MZL,830140110000
B00FVUYXZ2,VOT35,830140110000
B08DHHNQTT,VOT35,940421900000
B0CKTWCHYH,VOT35,940440900000
B07FPXKZGX,VOT35,482050000000
B006I4XDGU,VOT35,490900000000
B00QT4H3AQ,VOT35,950699900000
B08DDDPFCZ,VOT35,950730000000
B0C7F5Y84N,VOT35,950440000000
B000K6B2LU,VOT35,920600000000
B015G87TVS,VOT35,920600000000
B06XNXN6HM,Y27VO,611430000011
B06XNXN6HM,VOT35,611430000011
B000QFR6J2,3G7I3,392490000019
B000QFR6J2,VOT35,392490000019
B08K1NWQ5W,VOT35,940440900000
B00009NJDC,SG81V,852349200000
B07NJRRC7L,VOT35,630392900012
B0042G3JJM,ZK7XL,848180110000
B085SY8WP9,FG7WV,630392900012
B0CSYDCKK2,8P7DN,843319900000
B09S1BT2P7,XQ7OH,630392900012
B09S1BT2P7,VOT35,630392900012
B0BYFFX51Z,VOT35,392112000000
B0CC7SYGHC,VOT35,852380900000
B00FY0H2XE,VOT35,392112000000
B0002GFTJO,VOT35,920930000000
B09SMVBY52,VOT35,830630000000
B07WZQC4KC,VOT35,871495000000
B00X7X2QQI,VOT35,482010300000
B00U5P1HEI,VOT35,950440000000
B09B18KT8L,VOT35,392490000019
B0002E3DGC,VOT35,420299009000
B09CDXB88C,VOT35,950440000000
B01F38RHUE,VOT35,420100000000
B00LRXV8KU,VOT35,901410000000
B0B92JDBH4,VOT35,691390980000
B0006KSL2S,VOT35,680990000000
B00002N8NR,VOT35,842489700000
B00002N8NR,Y07TA,842489700000
B007XB3D30,VOT35,851771000000
B0C25L4FXL,VOT35,950699900000
B0C25L4FXL,QD7JM,950699900000
B0CPB9BK2L,2K7F5,482010900019
B0026ZPPVQ,VOT35,848180110000
B083FKQ45D,VOT35,731700809012
B093KDJQFW,VOT35,848180190009
B07JZDG4B2,VOT35,950790000000
B0094FO4EK,VOT35,950790000000
B09X7HDCTK,VOT35,392590100000
B0846729LT,VOT35,920992000000
B0006HVGUU,VOT35,482020000000
B07NRSG5KT,VOT35,950691900000
B00LMOVTTY,Y07TA,920930000000
B0018LGZ04,VOT35,842489700000
B0B6HLGSKX,VOT35,761699909019
B0B48136F4,VOT35,848180190009
B0B48136F4,FJ8VA,848180190009
B0CN49T471,35CZK,392690979018
B07PNCLC59,VOT35,392490000019
B085VKKSTZ,VOT35,830242000019
B085VKKSTZ,2A7IR,830242000019
B0BGMFPXY6,0T7X9,940320809000
B0BGMFPXY6,VOT35,940320809000
B0037VRGN8,VOT35,848180190009
B08C3QWCFQ,VOT35,830241100019
B00838IDQ4,VOT35,392290009019
B00WX4GAR8,VOT35,392690979018
B0000241J5,YN8BW,852349200000
B08R22JL1J,VOT35,852349200000
B0DC1RYPWC,VOT35,392490000019
B00H7HS6SW,VOT35,830140190019
B00H7HS6SW,EG84X,830140190019
B07CMFYYFQ,VOT35,820551000000
B0BSR3HCG7,VOT35,950510900000
B003AYLP9S,VOT35,871680009018
B0171MQTW2,VOT35,420100000000
B00E9SX2V8,VOT35,920994000000
B00VSG9LQ4,VOT35,392112000000
B01C2MTHVG,VOT35,950651000000
B085CSFK71,VOT35,820540000000
B0002FO9EG,VOT35,920930000000
B084LMMCM7,VOT35,392530000019
B07N398TF5,VOT35,848180190009
B01H4D6FCM,VOT35,920994000000
B076WZR94P,VOT35,560900000000
B0B6V1R82B,VOT35,680520000000
B0BPJW13CM,LS7O8,482010300000
B00245PTPU,VOT35,940320809000
B0D5DNZL96,VOT35,392640000019
B08BTMWGHL,VOT35,630392900012
B08BTMWGHL,XQ7OH,630392900012
B0D7MCFY9F,VOT35,950300490000
B07D6X6LPF,VOT35,731815950011
B079TM9P3X,WK7SI,630312000000
B079TM9P3X,VOT35,630312000000
B0BLP95X81,VOT35,630790100019
B000F68N8U,VOT35,848180190009
B0BSB5FPQN,VOT35,848180190009
B07WZ11DXS,VOT35,848180190009
B07WZ11DXS,ZK7XL,848180190009
B008JVLRU4,VOT35,848180110000
B008JVLRU4,6T7E3,848180110000
B09XJFX6XW,VOT35,630419909019
B00U3CUZDW,VOT35,842139259000
B00U3CUZDW,SFNV5,842139259000
B082XVRXMZ,NY7W3,842139259000
B082XVRXMZ,VOT35,842139259000
B072BJT8SV,VOT35,392640000019
B072BJT8SV,WX7R6,392640000019
B01M3UCO9E,R47I9,392490000019
B01M3UCO9E,VOT35,392490000019
B0B815Y2W1,VOT35,830242000019
B0B815Y2W1,KBS0K,830242000019
B08RTBLXVY,Y07TA,960321000012
B001GX8PDY,RH7H7,482010300000
B001GX8PDY,VOT35,482010300000
B005O64VVE,ADPXP,852349200000
B08TZDYG2X,ADPXP,852349200000
B00EARCYVC,VOT35,760900000000
B001RLU772,VOT35,392329900019
B000WIV716,VOT35,920999200000
B07CXBRDQ2,VOT35,491191000000
B001BYH7G4,VOT35,830250000000
B0000AVX8P,WZ80P,920890000000
B008FVZRKE,VOT35,960340900000
B071ZQBGPV,VOT35,962000100000
B00AZVEZKA,VOT35,420100000000
B07QC1WGFV,VOT35,442019000000
B08WPKH232,VOT35,940440900000
B07D31ZHDN,VOT35,940440900000
B0006JN0HK,VOT35,482030000000
B0CD9NY85N,VOT35,950662000000
B007V3TAS2,Y07TA,920810000000
B07GL7ZRCB,VOT35,630392900012
B08H5VWCHW,VOT35,630391000020
B07NDRGR63,VOT35,630392900012
B07M8N7G1L,VOT35,700992000000
B01ACI3YQ6,YR7IL,482010300000
B01ACI3YQ6,VOT35,482010300000
B0043L2TD8,L67OJ,392690979018
B0043L2TD8,VOT35,392690979018
B0D235MCKN,VOT35,960390919019
B0D235MCKN,HBXYM,960390919019
B088QSDB7S,Y07TA,950490800000
B081K5NHSY,VOT35,848180110000
B098B9JP45,VOT35,950629000000
B08VVMML55,VOT35,442199990019
B07QFB52HM,VOT35,392610000000
B01MUF2FID,VOT35,950300810000
B083PXPQMT,VOT35,848180110000
B09WSTFHGT,VOT35,842489700000
B01MXQC37B,VOT35,950790000000
B075ZZ44QJ,VOT35,570242000000
B07FKXCVB2,VOT35,392610000000
B019U2RE0W,VOT35,420100000000
B08Q87314Z,VOT35,420292110000
B07F4B9F81,VOT35,820570000000
B0006HVGYG,VOT35,482010100000
B07XW2XPJ9,VOT35,950730000000
B07DVHJC4X,VOT35,950790000000
B079W5ZP9H,VOT35,920930000000
B08L9S3MTW,VOT35,650691000000
B09RQC7ML5,HG7OC,842139259000
B09RQC7ML5,VOT35,842139259000
0062893335,UK80D,490199000019
B00WWC4HIU,VOT35,830250000000
B073VCG4NG,VOT35,630392900012
B073VCG4NG,24ALS,630392900012
B007IE5ROA,VOT35,920590100000
B01N2PQ6P6,VOT35,392690979018
B00BQOFSH4,VOT35,851810000000
B099WPPBYL,6T7E3,848180110000
B099WPPBYL,VOT35,848180110000
B07DQHWZYS,VOT35,940391000000
B089SNSB6N,VOT35,820559800019
B013NN0C62,VOT35,950300690000
B00004Z2JD,VOT35,820559800019
B08XLVQVBL,VOT35,950730000000
B08XLVQVBL,Y07TA,950730000000
B009NDJJU2,VOT35,950659000000
B0050AGZ7C,VOT35,920994000000
B077MG9TJP,VOT35,920930000000
B07R5BVKHQ,VOT35,481420000000
B008ERVPA0,VOT35,920930000000
B008ERVPA0,Y07TA,920930000000
B00XIGVEV2,VOT35,681099000019
B013D2ULO6,VOT35,900590009000
B006SFUCV8,VOT35,392490000019
B002KE7J2Q,VOT35,960330900000
B096TL3L9S,VOT35,392610000000
B08DYTBH56,VOT35,420292110000
B01D1XLZDS,VOT35,920999700000
B09KNWBC5D,VOT35,950631000000
B0CJVTL67S,VOT35,950631000000
B0734B6KQ9,VOT35,490890000000
B01M9FPTW5,VOT35,950691900000
B07H5CYXBN,VOT35,650691000000
B007XPBW3E,VOT35,481910000000
B09VLJYV5C,VOT35,732490000019
B0869Q3GZJ,VOT35,392112000000
B01LQG66OU,VOT35,420100000000
B0BG9FWDVF,ZK7XL,848180190009
B0BG9FWDVF,VOT35,848180190009
B0002NIP98,VOT35,851810000000
B00DW7Q426,VOT35,960330100000
B004O7HK0S,VOT35,960330900000
B0000AXFSB,VOT35,820240000000
B001CCW7TC,VOT35,420100000000
B01FFFH6A6,VOT35,940389000000
B08SHLGRBV,VOT35,940440900000
B000J0E9PI,VOT35,482030000000
B0006HV23G,VOT35,482030000000
B0BVPH4VXZ,VOT35,950639900000
B07K2VHTWY,VOT35,570242000000
B0CLJBLRN1,VOT35,630392900012
B007XAKFUK,89BT8,630790980019
B007XAKFUK,VOT35,630790980019
B0007XY9WK,VOT35,392220000019
B01FIJEZBW,VOT35,830630000000
B0012C5136,VOT35,848190000019
B09F6Z7KY4,VOT35,392690979018
B001D0L6EA,C17Q1,848180190009
B001D0L6EA,VOT35,848180190009
B073V78GPX,Y07TA,392610000000
B0748MY1K4,VOT35,420100000000
B0725Q6QJ6,ZK7XL,848180190009
B0725Q6QJ6,VOT35,848180190009
B004E29CKE,6T7E3,848180190009
B004E29CKE,VOT35,848180190009
B000JPSI8C,VOT35,960390919019
B07LFXRN54,VOT35,820240000000
B0BS9NYTRB,VOT35,820559800019
B0BS9NYTRB,23D67,820559800019
B09YBR6T5X,VOT35,681189000000
B0042FUJYG,VOT35,848180190009
B009EVP22W,UV7II,420292989000
B009EVP22W,VOT35,420292989000
B078HTDKTP,VOT35,830140900000
B078HTDKTP,DL7IZ,830140900000
B000054OXI,VOT35,852349200000
B07SHHB3QJ,HD7V9,852349200000
B00TUDHMDQ,HG7OC,842139259000
B00TUDHMDQ,VOT35,842139259000
B07KMZCYQR,VOT35,391990809000
B08H1KTXS8,VOT35,820540000000
B005TOXB4Y,VOT35,630260000019
B07LBN2ZWD,VOT35,732690600000
B081K6NPS3,VOT35,848180110000
B079S518PW,VOT35,950691900000
B07MDLLJY5,VOT35,731700809013
B08X1GR987,VOT35,950790000000
B09GYR1ZKT,VOT35,950790000000
B0CNQDXX63,VOT35,960329300000
B0B39M192Y,VOT35,820330000000
B00J0HTEIS,VOT35,401691000000
B00IZFHW44,VOT35,820750600000
B00EMFONOI,VOT35,820750300000
B000EBAE5Q,VOT35,820750600000
B00006IC3U,9Y7CC,481910000000
B00006IC3U,VOT35,481910000000
B0CBQP11RM,VOT35,482030000000
B000BY4XRG,VOT35,950639900000
B09HWYRS45,VOT35,630293900000
B00QXD6T12,VOT35,851810000000
B00FZ2HAY2,VOT35,848180110000
